date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:54:21	68821/68821	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/face3.jpg	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/face3.jpg	(from https://mobirise.com/extensions/depotamp/clients.html)
20:54:21	1887/1887	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/1.png	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/1.png	(from https://mobirise.com/extensions/depotamp/clients.html)
20:54:22	2418/2418	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/2.png	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/2.png	(from https://mobirise.com/extensions/depotamp/clients.html)
20:54:22	977/977	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/3.png	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/3.png	(from https://mobirise.com/extensions/depotamp/clients.html)
20:54:23	2179/2179	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/4.png	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/4.png	(from https://mobirise.com/extensions/depotamp/clients.html)
20:54:23	2414/2414	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/5.png	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/5.png	(from https://mobirise.com/extensions/depotamp/clients.html)
20:54:24	2903/2903	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/01.svg	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/01.svg	(from https://mobirise.com/extensions/depotamp/footers.html)
20:54:24	1199/1199	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/02.svg	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/02.svg	(from https://mobirise.com/extensions/depotamp/footers.html)
20:54:25	980/980	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/03.svg	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/03.svg	(from https://mobirise.com/extensions/depotamp/footers.html)
20:54:25	1435/1435	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/04.svg	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/04.svg	(from https://mobirise.com/extensions/depotamp/footers.html)
20:54:26	1392/1392	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/05.svg	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/05.svg	(from https://mobirise.com/extensions/depotamp/footers.html)
20:54:26	4540/4540	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/06.svg	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/06.svg	(from https://mobirise.com/extensions/depotamp/footers.html)
20:54:27	1385/1385	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/07.svg	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/07.svg	(from https://mobirise.com/extensions/depotamp/footers.html)
20:54:27	941/941	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/08.svg	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/08.svg	(from https://mobirise.com/extensions/depotamp/footers.html)
20:54:28	1796/1796	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/09.svg	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/09.svg	(from https://mobirise.com/extensions/depotamp/footers.html)
20:54:28	1770/1770	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Jun%202019%2016:47:06%20GMT	https://mobirise.com/extensions/depotamp/assets/images/10.svg	C:/My%20Web%20Sites/felis/mobirise.com/extensions/depotamp/assets/images/10.svg	(from https://mobirise.com/extensions/depotamp/footers.html)
